source_id,label,spatial_group,split
,0,34_42,spatial_holdout
,0,31_35,train
,0,28_39,train
,0,35_40,train
,0,27_40,spatial_holdout
,0,28_35,train
,0,30_41,train
,0,33_35,train
,0,33_37,train
,0,32_39,train
,0,31_37,spatial_holdout
,0,31_35,train
,0,28_34,spatial_holdout
,0,36_41,train
,0,31_35,train
,0,29_41,train
,0,25_42,train
,0,30_40,train
,0,38_40,train
,0,27_41,spatial_holdout
,0,29_39,train
,0,27_40,spatial_holdout
,0,38_39,train
,0,29_41,train
,0,33_37,train
,0,27_40,spatial_holdout
,0,34_39,train
,0,37_40,train
,0,31_38,spatial_holdout
,0,32_36,train
,0,33_41,train
,0,34_42,spatial_holdout
,0,27_40,spatial_holdout
,0,39_40,train
,0,38_40,train
,0,35_37,train
,0,34_40,train
,0,34_35,train
,0,31_37,spatial_holdout
,0,32_40,train
,0,34_39,train
,0,31_41,train
,0,38_41,spatial_holdout
,0,34_41,spatial_holdout
,0,26_36,train
,0,25_39,spatial_holdout
,0,40_38,train
,0,27_41,spatial_holdout
,0,28_41,spatial_holdout
,0,36_40,train
,0,25_39,spatial_holdout
,0,34_41,spatial_holdout
,0,27_36,train
,0,33_41,train
,0,31_37,spatial_holdout
,0,33_38,spatial_holdout
,0,25_40,train
,0,30_40,train
,0,32_41,train
,0,32_40,train
,0,27_34,train
,0,34_41,spatial_holdout
,0,29_35,spatial_holdout
,0,25_39,spatial_holdout
,0,31_38,spatial_holdout
,0,31_36,spatial_holdout
,0,30_39,train
,0,39_39,train
,0,36_40,train
,0,35_41,spatial_holdout
,0,31_38,spatial_holdout
,0,40_40,train
,0,27_36,train
,0,30_40,train
,0,30_35,train
,0,34_42,spatial_holdout
