source_id,label,spatial_group,split
119.0,1,29_30,spatial_holdout
120.0,1,29_30,spatial_holdout
121.0,1,29_30,spatial_holdout
122.0,1,29_30,spatial_holdout
124.0,1,29_30,spatial_holdout
125.0,1,29_30,spatial_holdout
126.0,1,29_30,spatial_holdout
127.0,1,29_30,spatial_holdout
128.0,1,29_30,spatial_holdout
129.0,1,29_30,spatial_holdout
130.0,1,29_30,spatial_holdout
131.0,1,29_30,spatial_holdout
132.0,1,29_30,spatial_holdout
133.0,1,29_30,spatial_holdout
134.0,1,29_30,spatial_holdout
135.0,1,29_30,spatial_holdout
137.0,1,29_30,spatial_holdout
138.0,1,29_30,spatial_holdout
139.0,1,29_30,spatial_holdout
140.0,1,29_30,spatial_holdout
99.0,1,29_30,spatial_holdout
101.0,1,29_30,spatial_holdout
102.0,1,29_30,spatial_holdout
389.0,1,27_31,train
391.0,1,27_31,train
0.0,1,27_33,train
1.0,1,27_33,train
2.0,1,27_33,train
3.0,1,27_33,train
30.0,1,27_33,train
31.0,1,27_33,train
32.0,1,27_33,train
33.0,1,27_33,train
34.0,1,27_33,train
35.0,1,27_33,train
36.0,1,27_33,train
37.0,1,27_33,train
38.0,1,27_34,train
39.0,1,27_34,train
40.0,1,27_34,train
41.0,1,27_34,train
42.0,1,27_34,train
43.0,1,27_34,train
45.0,1,27_34,train
46.0,1,27_34,train
47.0,1,27_34,train
48.0,1,27_34,train
49.0,1,27_34,train
50.0,1,27_34,train
51.0,1,27_34,train
52.0,1,27_34,train
53.0,1,27_34,train
54.0,1,27_34,train
55.0,1,27_34,train
56.0,1,27_34,train
57.0,1,27_34,train
58.0,1,27_34,train
59.0,1,27_34,train
61.0,1,27_34,train
62.0,1,27_34,train
186.0,1,32_34,train
187.0,1,32_34,train
188.0,1,32_34,train
189.0,1,32_34,train
190.0,1,32_34,train
191.0,1,32_34,train
192.0,1,32_34,train
193.0,1,32_34,train
194.0,1,32_33,train
195.0,1,32_34,train
196.0,1,32_34,train
197.0,1,32_34,train
198.0,1,32_34,train
199.0,1,32_34,train
200.0,1,32_34,train
201.0,1,32_34,train
202.0,1,32_34,train
203.0,1,32_34,train
204.0,1,32_34,train
205.0,1,32_34,train
63.0,1,26_34,train
206.0,1,31_34,train
207.0,1,31_34,train
208.0,1,31_34,train
209.0,1,31_34,train
210.0,1,31_34,train
211.0,1,31_34,train
212.0,1,31_34,train
213.0,1,31_34,train
214.0,1,31_34,train
215.0,1,31_34,train
216.0,1,31_34,train
217.0,1,31_34,train
218.0,1,31_34,train
219.0,1,31_34,train
220.0,1,31_34,train
221.0,1,31_34,train
222.0,1,31_34,train
223.0,1,31_34,train
224.0,1,31_34,train
225.0,1,31_34,train
226.0,1,31_34,train
227.0,1,31_34,train
228.0,1,31_34,train
229.0,1,31_34,train
230.0,1,31_34,train
231.0,1,31_34,train
232.0,1,31_34,train
233.0,1,31_34,train
234.0,1,31_34,train
235.0,1,31_34,train
236.0,1,31_34,train
237.0,1,31_34,train
238.0,1,31_34,train
239.0,1,31_34,train
240.0,1,31_34,train
241.0,1,31_34,train
68.0,1,25_34,train
69.0,1,25_34,train
64.0,1,25_34,train
65.0,1,25_34,train
66.0,1,25_34,train
67.0,1,25_34,train
70.0,1,25_35,spatial_holdout
84.0,1,24_36,train
85.0,1,24_36,train
86.0,1,24_36,train
87.0,1,24_36,train
88.0,1,24_36,train
89.0,1,24_36,train
90.0,1,24_36,train
91.0,1,24_36,train
92.0,1,24_36,train
93.0,1,24_36,train
94.0,1,24_36,train
95.0,1,24_36,train
96.0,1,24_36,train
97.0,1,24_36,train
71.0,1,25_36,train
76.0,1,24_36,train
77.0,1,24_36,train
78.0,1,24_36,train
79.0,1,24_36,train
80.0,1,24_36,train
81.0,1,24_36,train
82.0,1,24_36,train
83.0,1,24_36,train
98.0,1,24_36,train
72.0,1,25_36,train
73.0,1,25_36,train
74.0,1,25_36,train
75.0,1,25_36,train
466.0,1,31_37,train
470.0,1,31_37,train
473.0,1,31_37,train
474.0,1,31_37,train
476.0,1,31_37,train
477.0,1,31_37,train
478.0,1,31_37,train
480.0,1,31_37,train
481.0,1,31_37,train
482.0,1,31_37,train
483.0,1,31_37,train
484.0,1,31_37,train
485.0,1,31_37,train
486.0,1,31_37,train
487.0,1,31_37,train
488.0,1,31_37,train
489.0,1,31_37,train
490.0,1,31_37,train
491.0,1,31_37,train
492.0,1,31_37,train
493.0,1,31_37,train
494.0,1,31_37,train
495.0,1,31_37,train
498.0,1,31_37,train
499.0,1,31_37,train
500.0,1,31_37,train
501.0,1,31_37,train
145.0,1,34_37,train
146.0,1,34_37,train
147.0,1,34_37,train
148.0,1,34_37,train
149.0,1,34_37,train
150.0,1,34_37,train
151.0,1,34_37,train
152.0,1,34_37,train
153.0,1,34_37,train
154.0,1,34_37,train
155.0,1,34_37,train
156.0,1,34_37,train
157.0,1,34_37,train
158.0,1,34_37,train
159.0,1,34_37,train
457.0,1,30_38,spatial_holdout
458.0,1,29_38,train
459.0,1,29_38,train
460.0,1,29_38,train
461.0,1,29_38,train
462.0,1,29_38,train
463.0,1,29_38,train
464.0,1,29_38,train
465.0,1,29_38,train
456.0,1,30_38,spatial_holdout
160.0,1,33_39,spatial_holdout
161.0,1,33_39,spatial_holdout
162.0,1,33_39,spatial_holdout
163.0,1,33_39,spatial_holdout
164.0,1,33_39,spatial_holdout
165.0,1,33_39,spatial_holdout
166.0,1,33_39,spatial_holdout
167.0,1,33_39,spatial_holdout
168.0,1,33_39,spatial_holdout
169.0,1,33_39,spatial_holdout
170.0,1,33_39,spatial_holdout
172.0,1,33_39,spatial_holdout
174.0,1,33_39,spatial_holdout
175.0,1,33_39,spatial_holdout
176.0,1,33_39,spatial_holdout
179.0,1,33_39,spatial_holdout
180.0,1,33_39,spatial_holdout
181.0,1,33_39,spatial_holdout
182.0,1,33_39,spatial_holdout
183.0,1,33_39,spatial_holdout
184.0,1,33_39,spatial_holdout
185.0,1,33_39,spatial_holdout
,0,26_34,train
,0,28_33,train
,0,26_28,train
,0,30_35,spatial_holdout
,0,31_39,train
,0,28_30,train
,0,36_40,train
,0,29_29,train
,0,32_27,train
,0,27_28,train
,0,30_35,spatial_holdout
,0,30_30,spatial_holdout
,0,38_39,train
,0,28_29,train
,0,29_36,train
,0,24_34,spatial_holdout
,0,32_38,train
,0,25_31,spatial_holdout
,0,29_36,train
,0,23_37,spatial_holdout
,0,31_28,train
,0,25_36,train
,0,27_33,train
,0,24_37,train
,0,29_30,spatial_holdout
,0,29_32,spatial_holdout
,0,24_28,train
,0,25_37,train
,0,29_27,train
,0,31_34,train
,0,37_39,train
,0,24_28,train
,0,32_39,train
,0,28_31,train
,0,30_30,spatial_holdout
,0,35_35,train
,0,27_31,train
,0,33_36,train
,0,31_40,train
,0,29_34,spatial_holdout
,0,30_26,train
,0,35_40,spatial_holdout
,0,32_28,spatial_holdout
,0,39_39,spatial_holdout
,0,33_41,train
,0,24_34,spatial_holdout
,0,36_38,spatial_holdout
,0,37_40,train
,0,31_35,train
,0,32_38,train
,0,28_37,train
,0,33_29,train
,0,30_37,spatial_holdout
,0,26_35,train
,0,30_28,train
,0,26_36,spatial_holdout
,0,29_37,train
,0,31_36,train
,0,26_32,train
,0,32_36,train
,0,34_34,spatial_holdout
,0,25_37,train
,0,36_39,train
,0,28_36,train
,0,25_38,train
,0,31_33,train
,0,34_39,train
,0,34_37,train
,0,30_34,train
,0,26_32,train
,0,28_34,train
,0,32_29,train
,0,34_36,train
,0,34_32,spatial_holdout
,0,33_28,train
,0,38_40,spatial_holdout
,0,34_41,spatial_holdout
,0,25_37,train
,0,30_40,train
,0,31_36,train
,0,26_27,train
,0,27_30,train
,0,35_38,train
,0,33_40,spatial_holdout
,0,37_39,train
,0,31_35,train
,0,36_40,train
,0,33_36,train
,0,32_33,train
,0,30_30,spatial_holdout
,0,28_29,train
,0,37_37,train
,0,25_28,train
,0,28_32,train
,0,33_36,train
,0,33_35,spatial_holdout
,0,31_27,spatial_holdout
,0,31_26,train
,0,26_32,train
,0,35_35,train
,0,40_40,train
,0,28_36,train
,0,28_27,spatial_holdout
,0,31_35,train
,0,37_39,train
,0,29_34,spatial_holdout
,0,29_27,train
,0,32_27,train
,0,35_37,train
,0,35_40,spatial_holdout
,0,27_27,train
,0,29_33,train
,0,33_37,train
,0,25_32,train
,0,28_36,train
,0,29_26,train
,0,35_39,train
,0,27_27,train
,0,28_35,train
,0,25_31,spatial_holdout
,0,30_34,train
,0,25_36,train
,0,33_38,spatial_holdout
,0,34_32,spatial_holdout
,0,30_33,spatial_holdout
,0,24_35,train
,0,27_30,train
,0,34_33,spatial_holdout
,0,25_37,train
,0,32_30,train
,0,29_36,train
,0,29_26,train
,0,32_36,train
,0,32_37,train
,0,29_27,train
,0,34_35,train
,0,29_33,train
,0,30_28,train
,0,27_34,train
,0,32_40,train
,0,32_29,train
,0,27_29,train
,0,33_39,spatial_holdout
,0,30_27,train
,0,25_34,train
,0,26_34,train
,0,38_39,train
,0,37_41,train
,0,24_37,train
,0,32_35,train
,0,30_30,spatial_holdout
,0,30_32,train
,0,31_31,spatial_holdout
,0,25_32,train
,0,31_31,spatial_holdout
,0,39_39,spatial_holdout
,0,32_33,train
,0,32_36,train
,0,35_37,train
,0,32_36,train
,0,34_33,spatial_holdout
,0,28_35,train
,0,34_40,train
,0,31_35,train
,0,36_37,spatial_holdout
,0,26_29,spatial_holdout
,0,28_27,spatial_holdout
,0,29_41,spatial_holdout
,0,30_26,train
,0,34_37,train
,0,31_35,train
,0,25_32,train
,0,25_35,spatial_holdout
,0,29_29,train
,0,30_29,train
,0,37_41,train
,0,38_40,spatial_holdout
,0,33_39,spatial_holdout
,0,26_30,train
,0,33_33,spatial_holdout
,0,33_38,spatial_holdout
,0,27_31,train
,0,30_33,spatial_holdout
,0,38_40,spatial_holdout
,0,30_38,spatial_holdout
,0,25_34,train
,0,31_32,train
,0,32_35,train
,0,30_28,train
,0,33_36,train
,0,33_29,train
,0,30_32,train
,0,36_38,spatial_holdout
,0,37_37,train
,0,26_29,spatial_holdout
,0,29_38,train
,0,30_26,train
,0,35_39,train
,0,32_39,train
,0,33_38,spatial_holdout
,0,25_31,spatial_holdout
,0,27_29,train
,0,28_35,train
,0,30_40,train
,0,26_32,train
,0,34_33,spatial_holdout
,0,29_38,train
,0,29_38,train
,0,34_34,spatial_holdout
,0,29_30,spatial_holdout
,0,27_29,train
,0,30_37,spatial_holdout
,0,28_34,train
,0,28_36,train
,0,30_40,train
,0,34_33,spatial_holdout
,0,32_36,train
,0,25_28,train
,0,33_37,train
,0,24_28,train
,0,34_33,spatial_holdout
,0,25_32,train
,0,30_30,spatial_holdout
,0,24_36,train
,0,25_35,spatial_holdout
,0,24_35,train
,0,28_27,spatial_holdout
,0,28_28,spatial_holdout
,0,25_28,train
,0,37_40,train
,0,31_34,train
,0,32_35,train
,0,33_29,train
,0,35_36,spatial_holdout
,0,25_34,train
,0,25_32,train
,0,28_38,train
,0,33_38,spatial_holdout
,0,24_38,train
,0,36_38,spatial_holdout
,0,28_37,train
,0,28_32,train
,0,32_35,train
,0,29_28,spatial_holdout
,0,37_40,train
,0,27_28,train
,0,35_39,train
,0,30_36,train
,0,26_28,train
,0,29_36,train
,0,30_38,spatial_holdout
,0,25_34,train
,0,27_32,train
,0,24_28,train
,0,26_36,spatial_holdout
,0,29_35,train
,0,32_28,spatial_holdout
,0,27_34,train
,0,25_37,train
,0,28_29,train
,0,32_27,train
,0,24_35,train
,0,30_41,train
,0,28_30,train
,0,31_38,train
,0,30_38,spatial_holdout
,0,36_36,train
,0,27_33,train
,0,30_40,train
,0,28_38,train
,0,31_31,spatial_holdout
,0,30_38,spatial_holdout
,0,33_33,spatial_holdout
,0,32_35,train
,0,34_39,train
,0,29_37,train
,0,39_40,train
,0,38_38,spatial_holdout
,0,30_34,train
,0,25_32,train
,0,31_30,train
,0,28_31,train
,0,27_35,train
,0,27_30,train
,0,29_30,spatial_holdout
,0,33_37,train
,0,32_27,train
,0,28_30,train
,0,36_36,train
,0,30_36,train
,0,34_33,spatial_holdout
,0,26_35,train
,0,35_40,spatial_holdout
,0,29_31,train
,0,34_33,spatial_holdout
,0,27_30,train
,0,32_40,train
,0,37_38,train
,0,25_32,train
,0,38_38,spatial_holdout
,0,33_41,train
,0,32_40,train
,0,33_38,spatial_holdout
,0,34_38,train
,0,30_27,train
,0,34_34,spatial_holdout
,0,39_40,train
,0,32_33,train
,0,36_40,train
,0,32_33,train
,0,33_38,spatial_holdout
,0,34_41,spatial_holdout
,0,25_31,spatial_holdout
,0,39_39,spatial_holdout
,0,33_29,train
,0,30_31,train
,0,26_33,train
,0,31_30,train
,0,26_34,train
,0,30_26,train
,0,29_34,spatial_holdout
,0,30_37,spatial_holdout
,0,33_33,spatial_holdout
,0,29_34,spatial_holdout
,0,29_29,train
,0,25_36,train
,0,33_29,train
,0,32_33,train
,0,29_34,spatial_holdout
,0,35_36,spatial_holdout
,0,30_35,spatial_holdout
,0,24_34,spatial_holdout
,0,30_32,train
,0,33_39,spatial_holdout
,0,25_36,train
,0,33_36,train
,0,29_38,train
,0,31_36,train
,0,24_38,train
,0,25_37,train
,0,26_30,train
,0,28_33,train
,0,34_39,train
,0,31_31,spatial_holdout
,0,26_27,train
,0,25_34,train
,0,27_27,train
,0,29_37,train
,0,33_39,spatial_holdout
,0,31_40,train
,0,30_33,spatial_holdout
,0,27_29,train
,0,34_36,train
,0,31_36,train
,0,26_34,train
,0,34_32,spatial_holdout
,0,36_41,train
,0,28_35,train
,0,28_30,train
,0,31_30,train
,0,30_37,spatial_holdout
,0,34_40,train
,0,32_30,train
,0,30_35,spatial_holdout
,0,30_40,train
,0,32_34,train
,0,35_37,train
,0,26_34,train
,0,34_35,train
,0,36_38,spatial_holdout
,0,32_33,train
,0,25_33,train
,0,26_32,train
,0,29_33,train
,0,31_33,train
,0,23_35,train
,0,33_32,train
,0,30_29,train
,0,29_30,spatial_holdout
,0,25_36,train
,0,33_29,train
,0,31_35,train
,0,33_29,train
,0,33_33,spatial_holdout
,0,30_28,train
,0,24_28,train
,0,25_34,train
,0,30_37,spatial_holdout
,0,25_33,train
,0,37_40,train
,0,27_31,train
,0,31_39,train
,0,28_30,train
,0,36_36,train
,0,26_33,train
,0,31_37,train
,0,32_29,train
,0,28_34,train
,0,32_37,train
,0,33_34,train
,0,29_27,train
,0,26_29,spatial_holdout
,0,31_37,train
,0,27_31,train
,0,31_30,train
,0,29_34,spatial_holdout
,0,29_27,train
,0,25_37,train
,0,29_35,train
,0,23_36,train
,0,34_32,spatial_holdout
,0,30_32,train
,0,30_29,train
,0,39_40,train
,0,29_40,train
,0,30_30,spatial_holdout
,0,31_34,train
,0,25_32,train
,0,26_30,train
,0,34_38,train
,0,28_27,spatial_holdout
,0,24_36,train
,0,30_41,train
,0,24_35,train
,0,32_36,train
,0,27_32,train
,0,26_34,train
,0,36_41,train
,0,37_39,train
,0,31_30,train
,0,27_35,train
,0,35_41,train
,0,34_39,train
,0,28_29,train
,0,33_32,train
,0,25_32,train
,0,31_39,train
,0,28_29,train
,0,28_34,train
,0,34_38,train
,0,25_28,train
,0,33_37,train
,0,24_38,train
,0,28_31,train
,0,32_30,train
,0,32_34,train
,0,26_31,train
,0,25_28,train
,0,34_36,train
,0,30_26,train
,0,34_32,spatial_holdout
,0,28_28,spatial_holdout
,0,25_38,train
,0,30_33,spatial_holdout
,0,30_28,train
,0,28_36,train
,0,25_32,train
,0,31_28,train
,0,36_38,spatial_holdout
,0,32_29,train
,0,28_36,train
,0,35_40,spatial_holdout
,0,30_40,train
,0,29_31,train
,0,31_39,train
,0,31_28,train
,0,30_40,train
,0,32_39,train
,0,29_41,spatial_holdout
,0,27_28,train
,0,30_37,spatial_holdout
,0,25_37,train
,0,24_37,train
,0,31_34,train
,0,27_33,train
,0,27_33,train
,0,31_40,train
,0,25_32,train
,0,37_41,train
,0,26_33,train
,0,25_36,train
,0,24_37,train
,0,31_38,train
,0,31_40,train
,0,31_32,train
,0,30_31,train
,0,30_30,spatial_holdout
,0,28_33,train
,0,36_38,spatial_holdout
,0,31_30,train
,0,32_38,train
,0,27_28,train
,0,33_40,spatial_holdout
,0,25_31,spatial_holdout
,0,24_35,train
,0,33_37,train
,0,32_35,train
,0,40_40,train
,0,33_29,train
,0,38_39,train
,0,30_40,train
,0,28_33,train
,0,33_41,train
,0,25_32,train
,0,33_40,spatial_holdout
,0,30_38,spatial_holdout
,0,38_40,spatial_holdout
,0,25_34,train
,0,29_31,train
,0,30_35,spatial_holdout
,0,29_35,train
,0,36_36,train
,0,30_27,train
,0,25_31,spatial_holdout
,0,33_39,spatial_holdout
,0,25_32,train
,0,31_36,train
,0,31_27,spatial_holdout
,0,29_38,train
,0,31_38,train
,0,34_34,spatial_holdout
,0,31_40,train
,0,27_30,train
,0,31_32,train
,0,24_37,train
,0,36_40,train
,0,28_30,train
,0,29_38,train
,0,26_30,train
,0,29_35,train
,0,25_37,train
,0,34_34,spatial_holdout
,0,32_29,train
,0,34_37,train
,0,29_37,train
,0,26_34,train
,0,33_37,train
,0,31_33,train
,0,33_36,train
,0,30_29,train
,0,34_33,spatial_holdout
,0,33_29,train
,0,31_33,train
,0,34_33,spatial_holdout
,0,27_28,train
,0,27_35,train
,0,38_38,spatial_holdout
,0,34_39,train
,0,25_32,train
,0,29_35,train
,0,40_40,train
,0,30_37,spatial_holdout
,0,26_32,train
,0,38_40,spatial_holdout
,0,26_32,train
,0,29_30,spatial_holdout
,0,25_37,train
,0,31_34,train
,0,30_36,train
,0,24_37,train
,0,31_40,train
,0,27_28,train
,0,33_39,spatial_holdout
,0,24_35,train
,0,32_33,train
,0,38_38,spatial_holdout
,0,30_27,train
,0,33_28,train
,0,29_33,train
,0,34_36,train
,0,28_31,train
,0,26_32,train
,0,33_33,spatial_holdout
,0,29_33,train
,0,32_36,train
,0,28_35,train
,0,30_38,spatial_holdout
,0,36_37,spatial_holdout
,0,24_38,train
,0,34_32,spatial_holdout
,0,31_36,train
,0,34_38,train
,0,29_37,train
,0,30_34,train
,0,26_32,train
,0,36_41,train
,0,34_36,train
,0,33_38,spatial_holdout
,0,36_39,train
,0,33_38,spatial_holdout
,0,31_36,train
,0,28_38,train
,0,34_36,train
,0,26_30,train
,0,32_33,train
,0,27_34,train
,0,33_34,train
,0,32_30,train
,0,30_31,train
,0,32_28,spatial_holdout
,0,26_28,train
,0,34_37,train
,0,30_38,spatial_holdout
,0,28_27,spatial_holdout
,0,31_30,train
,0,25_28,train
,0,34_37,train
,0,25_36,train
,0,35_35,train
,0,32_36,train
,0,35_35,train
,0,34_38,train
,0,36_39,train
,0,33_37,train
,0,29_30,spatial_holdout
,0,24_28,train
,0,33_38,spatial_holdout
,0,29_38,train
,0,26_27,train
,0,32_40,train
,0,33_34,train
,0,30_26,train
,0,30_36,train
,0,33_41,train
,0,34_41,spatial_holdout
,0,27_27,train
,0,33_36,train
,0,24_34,spatial_holdout
,0,29_28,spatial_holdout
,0,23_36,train
,0,32_35,train
,0,29_30,spatial_holdout
,0,27_33,train
,0,32_34,train
,0,30_35,spatial_holdout
,0,37_40,train
,0,27_34,train
,0,32_33,train
,0,32_36,train
,0,31_31,spatial_holdout
,0,30_41,train
,0,30_28,train
,0,27_30,train
,0,28_36,train
,0,30_40,train
,0,34_41,spatial_holdout
,0,28_32,train
,0,26_31,train
,0,30_38,spatial_holdout
,0,28_32,train
,0,33_36,train
,0,32_39,train
,0,32_39,train
,0,30_26,train
,0,26_34,train
,0,24_34,spatial_holdout
,0,26_32,train
,0,26_32,train
,0,28_30,train
,0,36_41,train
,0,33_38,spatial_holdout
,0,23_36,train
,0,32_38,train
,0,32_34,train
,0,34_41,spatial_holdout
,0,34_35,train
,0,31_37,train
,0,34_34,spatial_holdout
,0,34_37,train
,0,32_33,train
,0,24_34,spatial_holdout
,0,26_35,train
,0,26_31,train
,0,29_41,spatial_holdout
,0,32_34,train
,0,30_26,train
,0,36_40,train
,0,24_33,train
,0,36_38,spatial_holdout
,0,24_37,train
,0,34_33,spatial_holdout
,0,28_29,train
,0,35_40,spatial_holdout
,0,28_27,spatial_holdout
,0,24_38,train
,0,28_27,spatial_holdout
,0,34_36,train
,0,32_28,spatial_holdout
,0,32_39,train
,0,24_38,train
,0,29_27,train
,0,30_30,spatial_holdout
,0,34_34,spatial_holdout
,0,36_39,train
,0,33_41,train
,0,39_40,train
,0,37_41,train
,0,34_34,spatial_holdout
,0,36_37,spatial_holdout
,0,28_31,train
,0,29_37,train
,0,25_37,train
,0,33_40,spatial_holdout
,0,30_29,train
,0,29_33,train
,0,28_36,train
,0,32_34,train
,0,28_36,train
,0,33_35,spatial_holdout
,0,37_39,train
,0,24_38,train
,0,33_38,spatial_holdout
,0,24_37,train
,0,32_39,train
,0,35_40,spatial_holdout
,0,31_29,spatial_holdout
,0,32_37,train
,0,27_27,train
,0,29_33,train
,0,27_27,train
,0,29_31,train
,0,26_28,train
,0,29_27,train
,0,31_27,spatial_holdout
,0,36_38,spatial_holdout
,0,29_32,spatial_holdout
,0,35_37,train
,0,24_34,spatial_holdout
,0,31_32,train
,0,32_37,train
,0,30_32,train
,0,29_38,train
,0,28_30,train
,0,34_32,spatial_holdout
,0,35_37,train
,0,33_33,spatial_holdout
,0,39_39,spatial_holdout
,0,24_38,train
,0,25_28,train
,0,38_39,train
,0,34_36,train
,0,31_31,spatial_holdout
,0,25_36,train
,0,23_37,spatial_holdout
,0,37_39,train
,0,31_33,train
,0,33_36,train
,0,27_34,train
,0,31_28,train
,0,30_26,train
,0,31_37,train
,0,35_39,train
,0,29_27,train
,0,26_28,train
,0,29_36,train
,0,28_30,train
,0,32_39,train
,0,26_27,train
,0,33_32,train
,0,31_37,train
,0,28_36,train
,0,28_28,spatial_holdout
,0,25_32,train
,0,26_33,train
,0,29_38,train
,0,33_41,train
,0,31_36,train
,0,36_38,spatial_holdout
,0,29_33,train
,0,30_35,spatial_holdout
,0,31_34,train
,0,24_37,train
,0,33_33,spatial_holdout
,0,29_31,train
,0,33_39,spatial_holdout
,0,32_38,train
,0,30_33,spatial_holdout
,0,27_27,train
,0,28_35,train
,0,29_31,train
,0,28_33,train
,0,26_28,train
,0,25_38,train
,0,26_31,train
,0,30_36,train
,0,27_31,train
,0,29_28,spatial_holdout
